
"dt","job_id","company_id","impression_1d","view_1d","apply_1d","hire_1d","uniq_user_1d"
"2025-12-07",74,27,64,68,67,10,209
"2025-12-14",252,91,71,73,74,32,250
"2025-12-22",913,304,22,23,21,10,76
"2025-12-06",611,201,29,33,32,7,101
"2025-12-13",381,133,34,30,31,9,104
"2025-12-18",549,182,100,100,100,48,347
"2025-12-22",378,132,50,37,48,18,153
"2025-12-08",333,116,63,53,66,41,223
"2025-12-10",11,4,60,58,69,16,203
"2025-12-11",982,326,3,13,8,0,24
"2025-12-11",354,124,46,52,36,25,159
"2025-12-08",875,290,59,69,65,8,201
"2025-11-29",92,35,55,54,47,19,175
"2025-11-25",1056,350,100,100,100,14,314
"2025-11-27",1237,414,85,78,80,19,262
"2025-12-11",1032,343,5,1,5,2,13
"2025-12-03",772,254,59,68,68,9,204
"2025-12-03",1246,417,44,40,39,20,143
"2025-11-24",305,107,43,38,47,27,155
"2025-12-16",1225,410,20,16,14,12,62
"2025-12-15",1377,464,22,18,19,9,68
"2025-12-16",465,155,21,25,32,5,83
"2025-12-07",360,125,84,79,84,10,257
"2025-11-28",415,142,59,52,56,15,182
"2025-12-10",777,256,22,21,20,5,68
"2025-12-08",1088,360,70,70,74,31,245
"2025-12-01",294,102,79,85,80,18,262
"2025-12-08",376,132,69,65,55,18,207
"2025-12-20",1313,441,96,95,97,12,300
"2025-12-08",924,309,37,49,34,24,144
"2025-12-03",179,67,73,71,74,28,246
"2025-12-03",1351,453,80,87,72,7,246
"2025-12-04",469,157,64,57,58,4,183
"2025-12-03",680,224,91,84,84,36,295
"2025-11-30",1460,493,32,27,32,3,94
"2025-12-01",1175,396,58,61,65,50,234
"2025-12-01",613,202,41,39,44,6,130
"2025-12-08",536,179,81,76,76,19,252
"2025-12-03",895,297,4,10,5,3,22
"2025-12-08",627,207,41,35,41,25,142
"2025-12-22",313,110,57,52,63,21,193
"2025-11-27",255,92,3,3,7,2,15
"2025-12-08",1111,369,65,60,64,30,219
"2025-12-07",885,294,21,21,29,4,75
"2025-12-09",817,273,3,3,5,3,14
"2025-11-29",729,239,88,80,81,35,284
"2025-12-14",341,119,54,44,38,15,151
"2025-12-09",40,15,31,44,37,17,129
"2025-12-09",855,284,74,58,68,14,214
"2025-12-13",726,238,53,52,52,15,172
"2025-11-30",779,256,64,70,67,25,226
"2025-12-15",711,234,94,93,91,45,323
"2025-12-20",1209,407,28,26,22,7,83
"2025-12-14",525,177,24,30,29,7,90
"2025-11-25",898,298,100,100,100,7,307
"2025-12-22",1157,389,47,50,53,6,156
"2025-12-01",1242,416,21,20,12,4,57
"2025-12-22",1063,352,100,100,100,30,330
"2025-12-23",1162,390,5,8,10,6,29
"2025-11-24",370,130,39,29,41,12,121
"2025-12-01",390,135,72,74,60,12,218
"2025-11-30",958,318,50,44,65,8,167
"2025-11-24",879,291,86,90,82,28,286
"2025-12-12",1154,386,20,29,21,0,70
"2025-11-25",863,286,24,12,16,3,55
"2025-11-28",546,181,69,68,70,13,220
"2025-12-01",427,145,11,19,20,11,61
"2025-11-30",132,49,30,39,41,7,117
"2025-11-30",1177,397,95,95,99,29,318
"2025-12-14",280,99,95,94,93,48,330
"2025-12-14",1239,416,12,12,13,2,39
"2025-11-27",1256,420,26,25,22,10,83
"2025-12-06",601,197,32,36,34,12,114
"2025-12-09",927,309,41,48,46,25,160
"2025-11-23",960,318,9,13,9,3,34
"2025-11-29",481,161,36,28,28,21,113
"2025-12-14",713,235,19,29,26,10,84
"2025-12-08",198,72,66,78,69,46,259
"2025-12-21",678,224,83,81,81,21,264
"2025-12-01",735,241,38,36,27,10,111
"2025-12-09",912,304,37,26,30,7,100
"2025-12-14",1299,436,24,35,22,12,93
"2025-11-24",31,13,55,70,63,29,217
"2025-12-02",453,152,77,85,82,46,290
"2025-12-08",38,14,23,14,20,2,59
"2025-12-19",193,71,34,32,40,8,114
"2025-12-17",1121,373,17,12,13,8,50
"2025-11-27",340,119,54,63,56,13,186
"2025-12-19",1264,423,68,74,68,16,226
"2025-12-05",1127,375,25,25,17,8,75
"2025-11-24",161,61,43,47,48,10,148
"2025-12-17",304,107,51,46,56,31,184
"2025-12-13",1093,362,70,62,67,23,222
"2025-12-13",797,264,58,69,74,28,229
"2025-12-01",1201,404,15,12,14,2,43
"2025-12-08",784,258,43,45,45,9,142
"2025-12-15",945,314,19,15,15,3,52
"2025-12-19",323,113,58,65,61,16,200
"2025-11-30",993,330,43,58,53,12,166
"2025-12-11",302,106,60,63,58,15,196
"2025-12-12",1426,480,65,70,65,25,225
"2025-12-04",164,61,15,11,13,2,41
"2025-12-17",34,13,76,81,77,38,272
"2025-12-22",1101,366,65,54,57,7,183
"2025-12-12",467,156,50,54,54,23,181
"2025-12-21",298,104,31,25,37,12,105
"2025-12-21",509,170,36,40,29,29,134
"2025-12-21",215,77,48,41,45,31,165
"2025-12-15",839,279,7,9,10,3,29
"2025-12-18",433,147,75,77,74,32,258
"2025-12-05",16,7,13,14,22,2,51
"2025-12-12",725,238,47,53,41,5,146
"2025-12-13",1099,365,27,28,25,20,100
"2025-12-10",739,243,36,41,47,11,135
"2025-12-18",1156,388,2,4,4,0,10
"2025-12-07",1205,406,97,93,99,46,335
"2025-12-01",1013,336,42,43,52,17,154
"2025-12-14",1174,396,94,98,97,62,350
"2025-11-25",495,166,55,54,56,19,184
"2025-12-04",314,111,95,94,97,17,303
"2025-12-13",1277,428,31,21,30,18,100
"2025-11-30",79,29,32,38,36,4,110
"2025-12-18",624,206,72,68,73,40,253
"2025-12-22",854,284,46,38,29,17,130
"2025-11-28",148,55,95,96,93,14,298
"2025-12-16",728,239,24,26,34,9,93
"2025-12-13",307,109,67,66,75,43,251
"2025-11-30",41,16,55,54,55,7,171
"2025-11-23",161,61,57,53,52,11,172
"2025-12-09",1273,426,16,34,18,5,73
"2025-12-19",754,248,53,52,50,11,166
"2025-11-27",674,222,14,13,8,3,38
"2025-12-11",992,329,69,67,60,46,242
"2025-12-20",75,27,35,34,29,9,107
"2025-11-25",1440,485,35,35,40,4,114
"2025-12-09",470,157,70,73,63,14,220
"2025-12-10",1322,445,45,45,41,22,153
"2025-12-21",621,204,57,58,47,10,172
"2025-11-26",750,246,96,87,91,20,294
"2025-11-25",403,139,63,44,52,8,167
"2025-11-24",960,318,91,87,91,18,287
"2025-12-21",1262,422,47,40,47,38,172
"2025-12-13",763,251,45,42,35,27,149
"2025-12-20",47,18,38,37,35,2,112
"2025-12-10",507,169,42,41,45,6,134
"2025-12-08",1061,352,51,61,51,17,180
"2025-11-28",1107,368,70,66,75,61,272
"2025-11-23",31,13,45,30,37,11,123
"2025-12-14",671,222,53,47,58,13,171
"2025-12-21",395,136,53,47,57,8,165
"2025-11-28",967,320,68,54,65,28,215
"2025-12-18",937,312,54,57,54,29,194
"2025-11-30",715,235,26,16,28,13,83
"2025-12-10",43,16,96,96,94,24,310
"2025-12-13",1054,350,21,22,28,2,73
"2025-12-19",85,31,100,100,100,51,350
"2025-12-05",1335,449,89,95,91,50,325
"2025-12-21",1080,358,96,92,98,42,328
"2025-12-18",236,84,57,51,65,39,212
"2025-12-20",1350,453,9,8,10,1,28
"2025-11-28",897,298,79,82,73,9,243
"2025-12-11",365,128,78,77,72,32,259
"2025-12-18",106,39,31,41,26,10,108
"2025-12-11",1421,479,9,13,14,2,38
"2025-12-01",1036,345,57,54,49,19,179
"2025-11-28",702,231,85,77,86,48,296
"2025-11-26",1238,415,3,1,11,1,16
"2025-12-02",1304,438,63,70,76,49,258
"2025-11-25",93,35,57,41,49,21,168
"2025-12-14",891,296,75,64,79,43,261
"2025-11-25",127,48,18,10,9,8,45
"2025-12-23",829,276,85,80,83,40,288
"2025-11-25",812,271,24,24,15,14,77
"2025-12-07",681,224,6,10,6,3,25
"2025-12-22",513,171,55,54,61,16,186
"2025-12-15",636,210,34,43,40,18,135
"2025-11-25",260,94,59,56,61,15,191
"2025-11-23",437,148,32,18,20,14,84
"2025-11-27",657,217,11,7,13,4,35
"2025-11-25",436,147,5,7,5,1,18
"2025-12-18",767,253,98,96,97,35,326
"2025-11-27",1087,359,53,59,52,22,186
"2025-12-04",914,304,27,38,36,9,110
"2025-12-15",136,50,60,44,53,34,191
"2025-12-05",816,273,94,87,83,35,299
"2025-11-26",209,75,22,30,30,18,100
"2025-12-16",331,116,74,80,65,46,265
"2025-12-05",1229,411,14,14,15,7,50
"2025-11-30",1006,334,78,81,69,29,256
"2025-11-26",460,154,39,32,27,12,110
"2025-12-12",803,267,70,78,72,22,241
"2025-11-23",932,310,42,35,41,17,135
"2025-12-10",592,195,9,11,12,6,38
"2025-12-20",1168,395,34,41,32,2,108
"2025-11-24",1402,472,34,37,38,5,114
"2025-12-11",1409,476,37,41,37,9,124
"2025-11-24",910,302,5,5,2,1,13
"2025-12-16",968,320,82,80,72,43,277
"2025-12-13",553,184,71,83,86,26,266
"2025-12-06",1022,339,97,98,93,23,311
"2025-12-18",271,96,33,30,36,12,111
"2025-11-26",6,3,52,59,58,29,198
"2025-12-16",412,142,34,40,27,4,105
"2025-12-11",348,121,63,62,64,31,220
"2025-12-14",1390,466,27,24,23,14,88
"2025-12-18",931,310,43,50,46,29,168
"2025-12-20",1082,358,16,20,16,14,66
"2025-12-11",983,326,51,49,56,9,165
"2025-12-08",332,116,81,81,71,50,283
"2025-12-02",289,101,38,32,36,5,111
"2025-12-02",129,48,13,8,7,3,31
"2025-12-22",786,259,19,13,11,3,46
"2025-12-05",1066,353,66,65,66,18,215
"2025-12-22",474,158,77,86,89,36,288
"2025-12-07",131,49,13,14,14,4,45
"2025-11-24",419,143,7,4,3,2,16
"2025-11-30",1240,416,76,81,77,27,261
"2025-12-21",996,330,72,79,69,26,246
"2025-11-30",279,99,29,31,29,22,111
"2025-12-05",972,323,3,1,4,0,8
"2025-12-12",1118,372,95,95,91,51,332
"2025-12-20",1418,478,28,30,26,15,99
"2025-12-06",683,225,85,88,93,69,335
"2025-11-30",118,45,55,62,56,10,183
"2025-12-08",1089,360,4,4,6,1,15
"2025-12-08",404,139,40,41,33,7,121
"2025-12-11",296,103,46,44,52,29,171
"2025-11-26",399,138,38,42,39,26,144
"2025-12-18",195,71,57,66,66,9,198
"2025-12-04",929,310,57,48,38,29,172
"2025-12-03",455,152,82,78,80,31,271
"2025-12-13",53,21,55,63,66,27,211
"2025-11-25",1367,459,86,83,77,14,260
"2025-11-24",932,310,58,65,59,38,220
"2025-12-18",167,62,91,91,90,49,320
"2025-12-02",1170,395,86,85,88,7,266
"2025-12-07",1026,340,36,30,39,11,116
"2025-11-27",301,105,15,13,17,8,53
"2025-12-01",612,202,62,52,61,14,189
"2025-12-06",2,1,49,44,37,29,159
"2025-11-24",437,148,68,82,80,41,271
"2025-12-19",154,58,17,25,19,9,70
"2025-12-05",1108,368,42,38,46,25,151
"2025-12-18",334,116,13,12,18,3,46
"2025-12-21",663,219,40,40,28,6,114
"2025-11-29",826,276,83,81,86,41,290
"2025-12-19",928,309,37,44,45,18,144
"2025-12-03",319,112,70,64,74,46,254
"2025-12-06",782,258,78,83,82,13,256
"2025-11-29",205,75,96,96,96,38,326
"2025-12-05",1133,377,33,31,38,11,113
"2025-12-18",379,132,55,53,45,20,173
"2025-12-13",80,30,93,94,91,30,308
"2025-12-04",18,7,37,36,47,5,125
"2025-12-08",870,289,16,8,10,1,35
"2025-12-08",1333,449,63,77,69,37,246
"2025-12-19",1453,491,47,44,55,4,150
"2025-12-02",1149,384,60,58,62,10,190
"2025-12-17",528,177,53,58,53,16,180
"2025-12-20",46,17,41,44,37,12,134
"2025-12-14",1178,398,55,57,58,16,186
"2025-12-14",837,279,39,30,33,9,111
"2025-12-07",598,196,6,8,8,0,22
"2025-12-19",435,147,80,84,72,33,269
"2025-12-05",868,288,51,64,59,9,183
"2025-12-12",866,287,42,41,32,15,130
"2025-12-02",951,316,45,47,56,9,157
"2025-12-20",1387,466,5,4,10,5,24
"2025-12-06",956,318,78,86,80,19,263
"2025-12-15",1309,440,16,20,16,6,58
"2025-12-14",1315,442,26,15,26,11,78
"2025-12-11",217,78,4,4,3,1,12
"2025-12-09",588,194,23,32,37,13,105
"2025-12-23",649,213,12,15,11,3,41
"2025-12-10",886,294,13,16,12,9,50
"2025-11-24",485,162,17,8,8,5,38
"2025-12-01",1304,438,37,30,24,24,115
"2025-12-08",848,282,43,34,42,19,138
"2025-12-09",326,113,20,21,22,3,66
"2025-12-05",861,286,32,35,42,19,128
"2025-12-03",133,50,18,22,25,11,76
"2025-12-09",483,161,74,72,79,33,258
"2025-11-28",1430,482,22,19,25,5,71
"2025-11-24",147,55,86,91,88,13,278
"2025-12-17",767,253,2,4,3,2,11
"2025-12-22",521,175,51,54,53,12,170
"2025-12-20",1255,420,34,45,45,31,155
"2025-12-12",640,211,16,10,10,8,44
"2025-12-13",583,193,31,30,29,9,99
"2025-12-16",974,323,87,78,73,42,280
"2025-12-17",764,251,59,55,55,27,196
"2025-12-20",1015,337,20,30,26,8,84
"2025-12-19",1057,351,73,75,74,19,241
"2025-11-27",743,244,71,80,67,21,239
"2025-12-02",1344,451,34,27,29,18,108
"2025-12-04",163,61,36,39,38,8,121
"2025-11-28",1189,401,79,84,77,44,284
"2025-12-14",1035,345,78,83,78,19,258
"2025-12-07",8,4,37,50,47,10,144
"2025-12-20",619,203,20,24,18,10,72
"2025-12-18",790,260,51,49,37,8,145
"2025-12-23",1392,467,80,79,82,30,271
"2025-12-11",1414,477,72,69,66,37,244
"2025-12-17",271,96,67,70,64,29,230
"2025-12-02",121,45,66,63,66,11,206
"2025-12-19",369,129,19,33,29,18,99
"2025-11-28",1399,470,85,81,90,48,304
"2025-12-07",778,256,44,50,47,15,156
"2025-12-21",1319,445,54,45,45,22,166
"2025-12-12",444,150,91,92,85,43,311
"2025-12-14",1468,495,25,28,31,9,93
"2025-12-21",283,100,66,69,78,28,241
"2025-12-17",931,310,57,50,54,37,198
"2025-11-24",173,64,81,71,78,38,268
"2025-12-11",998,331,68,77,80,35,260
"2025-12-10",1456,492,5,2,6,4,17
"2025-12-19",439,148,10,9,10,8,37
"2025-12-16",1047,348,11,13,23,9,56
"2025-12-01",129,48,87,92,93,41,313
"2025-12-04",157,58,94,89,90,54,326
"2025-12-13",1398,469,24,26,22,19,91
"2025-12-09",850,283,52,55,45,13,165
"2025-12-16",1271,424,42,39,39,20,140
"2025-12-15",1302,437,41,44,39,16,140
"2025-12-09",800,265,76,81,84,41,282
"2025-12-07",352,123,12,16,18,6,52
"2025-12-21",638,211,41,53,47,31,172
"2025-12-09",1448,490,23,21,16,3,63
"2025-12-03",1388,466,26,26,19,13,84
"2025-12-17",167,62,9,9,10,4,32
"2025-11-24",808,269,78,86,77,58,299
"2025-12-09",1041,347,69,70,77,29,245
"2025-12-01",1170,395,14,15,12,0,41
"2025-11-29",1400,470,77,83,83,54,297
"2025-11-30",70,26,38,34,35,14,121
"2025-11-30",1232,412,44,36,33,12,125
"2025-12-03",672,222,76,76,78,31,261
"2025-12-01",1248,417,73,67,65,49,254
"2025-12-06",1467,495,77,79,85,24,265
"2025-12-08",555,184,29,28,27,11,95
"2025-12-13",853,283,9,3,2,2,16
"2025-12-12",410,141,49,49,45,34,177
"2025-12-14",1139,380,56,58,55,19,188
"2025-12-17",1266,423,51,43,45,8,147
"2025-12-05",1008,335,57,62,46,10,175
"2025-12-09",466,155,35,31,39,9,114
"2025-11-27",1324,446,82,72,75,48,277
"2025-12-19",644,212,13,15,11,8,47
"2025-11-23",485,162,83,92,92,42,309
"2025-12-18",528,177,47,42,47,15,151
"2025-12-10",44,16,86,89,80,19,274
"2025-12-21",1485,500,40,40,43,5,128
"2025-12-01",951,316,55,53,44,18,170
"2025-11-25",220,80,61,70,59,28,218
"2025-12-16",407,141,39,37,41,29,146
"2025-11-28",256,93,46,42,53,13,154
"2025-11-23",653,215,41,38,35,9,123
"2025-11-24",1339,450,49,35,48,24,156
"2025-11-30",833,277,4,5,3,1,13
"2025-11-25",1159,390,56,56,59,41,212
"2025-12-18",1153,385,33,33,31,5,102
"2025-11-30",952,317,58,65,70,32,225
"2025-12-11",342,120,51,45,49,26,171
"2025-11-29",225,81,33,25,28,16,102
"2025-12-02",735,241,62,64,73,38,237
"2025-12-07",181,67,33,42,39,19,133
"2025-12-14",247,90,23,21,14,3,61
"2025-12-09",380,133,45,44,52,18,159
"2025-12-01",453,152,23,15,18,13,69
"2025-11-27",143,54,48,44,51,12,155
"2025-11-28",831,277,85,86,87,27,285
"2025-12-11",387,134,52,53,54,29,188
"2025-12-22",1059,351,45,40,43,6,134
"2025-12-15",889,295,35,31,31,14,111
"2025-12-23",1437,485,21,21,20,4,66
"2025-12-18",304,107,49,54,44,26,173
"2025-12-22",971,322,54,58,59,31,202
"2025-12-19",1369,460,60,63,63,33,219
"2025-12-09",1130,377,75,77,70,29,251
"2025-12-21",1236,414,54,54,54,21,183
"2025-12-14",775,255,90,92,91,18,291
"2025-12-20",594,195,61,61,53,34,209
"2025-12-19",877,291,4,11,2,1,18
"2025-12-18",34,13,24,19,23,9,75
"2025-12-08",1446,489,75,71,75,14,235
"2025-12-15",140,52,71,70,47,34,222
"2025-12-15",1183,399,79,71,71,23,244
"2025-12-19",940,312,16,18,28,9,71
"2025-12-16",556,185,24,21,17,5,67
"2025-11-29",101,38,31,24,23,14,92
"2025-12-07",1320,445,2,7,8,3,20
"2025-12-21",847,281,93,95,92,26,306
"2025-12-16",925,309,64,72,70,48,254
"2025-12-18",1394,467,6,4,2,1,13
"2025-12-13",491,165,15,14,9,1,39
"2025-12-16",377,132,100,100,100,35,335
"2025-12-08",1123,373,19,22,21,12,74
"2025-11-30",1151,384,70,72,83,14,239
"2025-12-03",882,292,11,8,12,6,37
"2025-12-15",814,272,1,3,6,0,10
"2025-12-05",918,307,97,96,96,45,334
"2025-12-07",736,241,65,65,60,30,220
"2025-12-07",566,187,97,98,96,53,344
"2025-12-02",1013,336,58,57,48,19,182
"2025-12-05",517,172,5,8,3,0,16
"2025-12-04",32,13,72,72,77,32,252
"2025-12-04",544,180,9,12,12,2,35
"2025-11-30",188,69,78,80,79,21,258
"2025-12-10",1381,465,3,6,5,0,14
"2025-12-10",1416,478,7,8,21,6,42
"2025-12-14",632,209,45,43,52,21,161
"2025-12-06",351,122,68,60,73,50,251
"2025-12-05",229,83,29,28,33,17,107
"2025-11-25",168,62,95,87,87,40,309
"2025-12-07",1085,359,34,23,28,17,102
"2025-11-30",273,97,89,81,90,13,271
"2025-12-14",610,201,34,29,18,5,86
"2025-12-17",103,38,72,80,69,32,253
"2025-11-27",345,121,96,93,88,37,314
"2025-12-22",822,274,88,85,86,9,268
"2025-12-13",693,229,56,57,62,26,201
"2025-11-30",286,100,4,4,2,0,10
"2025-12-12",1165,392,56,41,40,14,150
"2025-12-23",1342,451,98,94,98,50,338
"2025-12-19",1294,435,48,40,50,4,142
"2025-12-06",422,144,47,51,46,21,165
"2025-12-21",1140,380,31,29,31,12,103
"2025-11-27",219,79,90,93,93,31,307
"2025-12-12",874,290,89,83,82,9,263
"2025-12-11",1478,498,50,69,63,13,195
"2025-11-28",539,179,80,77,85,24,266
"2025-12-06",991,328,11,19,24,8,62
"2025-12-15",704,232,81,72,72,33,258
"2025-12-12",1103,367,89,90,92,45,316
"2025-12-13",1291,435,71,65,68,11,215
"2025-11-24",653,215,59,62,65,18,204
"2025-12-14",362,126,90,87,89,52,318
"2025-12-02",1144,382,15,9,17,11,52
"2025-12-17",106,39,69,59,74,17,219
"2025-12-11",216,78,79,81,81,19,260
"2025-12-01",1034,344,36,26,30,31,123
"2025-11-30",988,327,11,6,9,3,29
"2025-12-08",316,111,14,14,17,4,49
"2025-12-11",1382,465,25,24,27,16,92
"2025-11-28",548,181,84,85,82,21,272
"2025-11-28",720,236,41,36,36,15,128
"2025-11-27",1011,336,72,74,78,34,258
"2025-12-13",1109,369,100,100,100,49,348
"2025-12-02",506,169,4,2,5,0,11
"2025-11-23",804,268,87,79,76,32,274
"2025-12-06",616,203,48,43,43,9,143
"2025-12-02",769,254,76,60,72,13,221
"2025-12-23",438,148,57,74,66,34,230
"2025-12-01",1305,438,4,3,3,5,15
"2025-12-15",999,331,54,50,51,33,188
"2025-12-13",1405,474,56,50,47,39,192
"2025-12-08",813,271,71,71,69,46,257
"2025-12-04",1343,451,32,35,38,12,117
"2025-12-16",100,38,81,82,76,32,271
"2025-12-09",1069,354,48,41,43,28,160
"2025-11-26",71,26,74,57,71,27,229
"2025-12-01",299,104,41,46,55,26,168
"2025-12-16",1135,379,85,86,88,19,278
"2025-12-16",192,70,3,5,4,7,19
"2025-12-17",51,20,92,98,94,27,311
"2025-11-26",731,240,71,66,68,32,237
"2025-11-28",197,72,60,42,54,42,198
"2025-11-28",447,150,39,33,44,19,135
"2025-12-10",890,295,12,23,28,5,68
"2025-12-23",416,143,31,29,28,12,100
"2025-11-26",318,112,44,54,49,32,179
"2025-12-22",942,314,68,56,60,21,205
"2025-11-24",625,206,89,84,76,43,292
"2025-12-02",1345,451,43,39,47,27,156
"2025-12-22",516,172,58,58,60,24,200
"2025-12-14",1385,465,83,81,75,34,273
"2025-12-17",1290,434,18,14,18,6,56
"2025-12-15",560,186,84,83,91,30,288
"2025-12-18",647,213,86,91,93,26,295
"2025-12-12",1051,349,25,26,21,16,88
"2025-12-20",737,241,6,3,4,2,15
"2025-12-01",3,1,57,59,63,29,208
"2025-11-25",1455,492,57,63,58,30,208
"2025-12-08",792,261,79,70,77,27,253
"2025-12-21",768,253,94,94,93,33,314
"2025-12-08",264,95,54,47,60,24,185
"2025-11-28",652,214,17,11,15,8,51
"2025-12-10",664,220,34,45,33,26,138
"2025-12-15",1027,341,64,64,61,28,217
"2025-12-10",142,54,57,56,51,22,186
"2025-11-30",622,205,66,66,64,21,217
"2025-12-20",658,217,37,26,20,18,101
"2025-12-01",112,41,92,90,92,36,310
"2025-12-10",1380,464,1,3,4,2,10
"2025-12-04",58,22,61,61,65,34,221
"2025-12-05",1370,461,92,86,79,40,297
"2025-12-16",1046,348,40,38,35,22,135
"2025-11-28",1112,369,30,26,18,21,95
"2025-11-28",409,141,34,32,38,26,130
"2025-12-17",26,10,7,2,7,2,18
"2025-12-03",278,99,13,12,15,5,45
"2025-12-22",825,276,92,92,90,42,315
"2025-12-20",1296,436,63,61,59,36,219
"2025-12-06",182,67,16,24,25,11,76
"2025-12-08",480,160,59,60,58,15,192
"2025-12-11",884,293,48,48,41,25,162
"2025-11-25",144,54,5,4,5,3,17
"2025-12-03",1389,466,73,72,69,47,261
"2025-12-19",1122,373,73,78,73,50,274
"2025-12-02",294,102,21,15,20,5,61
"2025-11-27",214,77,78,81,79,52,289
"2025-12-08",654,216,8,11,14,2,35
"2025-11-27",285,100,65,61,69,19,214
"2025-11-25",1115,370,22,18,13,2,55
"2025-12-02",613,202,59,61,56,8,184
"2025-12-16",155,58,28,33,35,16,112
"2025-12-23",325,113,41,34,37,12,124
"2025-12-02",1175,396,42,39,35,21,137
"2025-12-03",123,46,91,87,92,19,289
"2025-12-02",994,330,30,32,31,5,98
"2025-12-03",421,144,21,24,28,12,85
"2025-12-14",1358,456,52,57,49,22,180
"2025-12-21",985,326,27,24,22,7,80
"2025-12-08",162,61,43,38,43,3,127
"2025-12-06",1379,464,23,23,27,4,77
"2025-12-15",718,236,39,50,48,15,152
"2025-12-11",1479,499,92,93,50,3,238
"2025-12-23",798,264,51,34,39,20,144
"2025-11-28",1132,377,61,63,68,18,210
"2025-12-13",930,310,89,92,88,57,326
"2025-12-22",1040,346,80,80,82,55,297
"2025-12-02",1252,420,85,83,90,60,318
"2025-11-25",871,289,53,55,54,16,178
"2025-12-12",169,62,93,95,93,35,316
"2025-12-15",272,97,30,21,18,5,74
"2025-12-10",1283,431,94,97,98,59,348
"2025-12-23",969,320,4,1,6,3,14
"2025-12-13",152,57,27,20,17,1,65
"2025-12-15",510,170,77,84,82,41,284
"2025-11-26",609,200,86,91,91,26,294
"2025-12-13",1231,412,20,28,23,8,79
"2025-12-15",1415,477,43,34,47,23,147
"2025-11-27",13,6,2,4,4,2,12
"2025-12-20",211,76,74,78,73,30,255
"2025-11-26",976,324,91,95,99,30,315
"2025-12-19",1197,403,94,96,93,50,332
"2025-11-24",804,268,13,21,24,8,66
"2025-11-26",1280,428,42,41,41,21,145
"2025-11-29",1065,353,6,5,5,2,18
"2025-12-17",1268,424,35,43,39,30,147
"2025-11-29",902,300,73,55,70,44,242
"2025-12-17",1287,434,82,78,79,24,263
"2025-12-10",359,125,4,1,3,1,9
"2025-12-05",1425,480,33,36,32,13,114
"2025-11-30",660,218,79,88,83,41,291
"2025-11-23",200,72,71,64,64,36,235
"2025-12-18",759,250,28,28,26,16,98
"2025-11-28",852,283,28,31,34,11,104
"2025-12-06",593,195,65,63,58,33,219
"2025-12-08",1221,409,34,30,28,8,100
"2025-11-27",835,278,22,17,17,6,62
"2025-12-14",1206,406,72,66,77,31,246
"2025-12-14",72,26,36,25,22,6,89
"2025-12-21",5,2,46,37,53,22,158
"2025-12-03",1084,359,3,6,2,4,15
"2025-11-28",88,32,10,20,7,5,42
"2025-12-15",1214,408,54,60,54,10,178
"2025-11-28",1431,483,31,29,22,12,94
"2025-12-07",1420,479,72,72,65,9,218
"2025-12-21",184,68,53,49,53,21,176
"2025-11-28",1126,375,84,73,73,25,255
"2025-12-01",1353,454,89,94,91,42,316
"2025-12-14",707,233,59,55,59,20,193
"2025-12-17",153,58,69,70,74,51,264
"2025-12-17",48,19,24,39,31,9,103
"2025-12-15",1250,418,94,99,95,36,324
"2025-12-03",615,202,95,88,92,20,295
"2025-12-15",1356,456,28,22,26,12,88
"2025-12-15",575,190,2,6,5,1,14
"2025-11-25",1124,374,19,20,14,6,59
"2025-12-20",1028,341,47,49,52,25,173
"2025-12-18",1199,403,32,43,44,21,140
"2025-11-25",87,32,80,82,81,25,268
"2025-12-12",39,15,78,89,82,41,288
"2025-11-28",309,109,57,50,57,34,198
"2025-12-09",520,175,100,100,100,26,326
"2025-12-16",915,304,22,13,18,6,59
"2025-12-19",916,305,62,61,54,10,187
"2025-11-26",1303,437,81,87,82,38,288
"2025-11-30",1150,384,23,31,23,3,80
"2025-12-03",1308,439,98,97,93,17,304
"2025-12-18",160,60,49,55,45,29,178
"2025-12-20",9,4,55,59,60,10,184
"2025-12-20",183,68,74,73,73,40,260
"2025-11-28",1338,450,72,82,79,31,264
"2025-12-08",876,290,38,45,38,10,131
"2025-12-03",424,144,40,46,38,16,140
"2025-12-19",827,276,7,3,4,5,19
"2025-12-22",1187,400,24,23,23,3,73
"2025-12-13",1228,411,68,69,63,37,237
"2025-12-17",1062,352,68,68,53,15,204
"2025-12-12",906,302,72,82,73,48,275
"2025-12-15",15,7,52,59,54,5,170
"2025-12-23",522,175,79,84,82,18,263
"2025-12-05",149,55,19,17,11,4,51
"2025-12-11",1001,333,73,73,77,35,258
"2025-11-29",445,150,100,100,100,40,340
"2025-12-14",1148,384,97,98,98,16,309
"2025-11-30",249,91,21,27,22,14,84
"2025-12-05",529,177,97,97,93,33,320
"2025-11-25",224,81,40,34,48,29,151
"2025-12-05",921,308,45,45,51,18,159
"2025-11-29",434,147,59,59,58,18,194
"2025-12-08",867,287,56,50,47,21,174
"2025-11-28",926,309,33,43,37,25,138
"2025-12-14",662,218,25,26,17,13,81
"2025-12-02",1005,334,39,42,38,18,137
"2025-12-22",35,13,73,73,73,38,257
"2025-12-04",204,74,42,51,46,30,169
"2025-12-12",533,178,55,54,45,5,159
"2025-11-30",1355,455,34,31,37,6,108
"2025-11-30",1,1,79,76,74,54,283
"2025-12-12",486,163,18,16,12,16,62
"2025-12-02",568,187,73,67,72,49,261
"2025-11-25",1407,475,22,36,26,19,103
