job_id,company_id,job_type,job_level,job_function,city,salary_min_k,salary_max_k,target_top10,online_days,urgency,hot_function,industry,company_size,funding_stage,brand_level,salary_level,intl_flag,top10_talent_ratio,avg_apply_cnt,hire_rate,overall_rating,work_life_balance_score,salary_competitiveness,resume_response_rate,resume_response_time,offer_conversion_rate,talent_care_index,enterprise_tier,impression_cnt,view_cnt,apply_cnt,hire_cnt,price_label,salary_avg_k
1095,363,全职,初级,后端开发,上海,27,39,1,8,2,1,咨询,100,天使轮,1,2,1,0.108,133,0.234,3.8,3.33,2.72,0.848,1.03,0.17,0.458,T3,857,803,226,57,256.44,33.0
1096,363,全职,初级,运营,杭州,19,23,0,23,2,0,咨询,100,天使轮,1,2,1,0.108,133,0.234,3.8,3.33,2.72,0.848,1.03,0.17,0.458,T3,743,692,210,47,252.14,21.0
1097,364,全职,高级,数据分析,杭州,38,43,0,50,1,1,互联网,200,A轮,4,5,0,0.354,101,0.159,3.89,3.97,3.01,0.662,1.92,0.321,0.514,T1,772,725,216,41,377.29,40.5
1098,365,全职,高级,算法工程师,深圳,13,15,1,32,2,1,零售,50,B轮,4,3,0,0.475,294,0.217,4.79,3.64,3.86,0.472,2.13,0.381,0.589,T1,724,680,217,36,397.73,14.0
1099,365,全职,初级,前端开发,新加坡,8,15,0,59,3,0,零售,50,B轮,4,3,0,0.475,294,0.217,4.79,3.64,3.86,0.472,2.13,0.381,0.589,T1,705,676,211,47,395.81,11.5
1100,366,全职,中级,产品经理,新加坡,16,30,0,8,3,0,咨询,1000,B轮,1,2,1,0.171,52,0.074,4.32,3.63,3.02,0.292,5.91,0.525,0.424,T3,795,761,224,16,282.86,23.0
1101,366,全职,高级,前端开发,新加坡,34,45,0,8,2,0,咨询,1000,B轮,1,2,1,0.171,52,0.074,4.32,3.63,3.02,0.292,5.91,0.525,0.424,T3,654,519,125,8,248.66,39.5
1102,366,全职,初级,运营,北京,17,31,0,27,2,0,咨询,1000,B轮,1,2,1,0.171,52,0.074,4.32,3.63,3.02,0.292,5.91,0.525,0.424,T3,809,769,213,19,279.9,24.0
1103,367,全职,高级,产品经理,广州,15,25,0,24,2,0,制造业,1000,C轮及以上,2,3,0,0.264,130,0.237,3.02,4.84,3.86,0.384,3.51,0.322,0.443,T3,760,705,205,54,319.96,20.0
1104,368,全职,初级,后端开发,新加坡,13,16,0,48,2,1,教育,500,C轮及以上,2,4,1,0.335,112,0.253,4.89,4.96,3.08,0.607,3.66,0.559,0.727,T2,790,750,244,74,345.49,14.5
1105,368,全职,高级,产品经理,深圳,35,49,0,45,2,0,教育,500,C轮及以上,2,4,1,0.335,112,0.253,4.89,4.96,3.08,0.607,3.66,0.559,0.727,T2,870,820,227,52,341.02,42.0
1106,368,全职,初级,后端开发,深圳,15,19,0,41,3,1,教育,500,C轮及以上,2,4,1,0.335,112,0.253,4.89,4.96,3.08,0.607,3.66,0.559,0.727,T2,773,733,198,50,332.56,17.0
1107,368,全职,初级,运营,北京,22,25,0,22,1,0,教育,500,C轮及以上,2,4,1,0.335,112,0.253,4.89,4.96,3.08,0.607,3.66,0.559,0.727,T2,830,782,255,82,348.22,23.5
1108,368,全职,中级,数据分析,杭州,18,28,0,30,1,1,教育,500,C轮及以上,2,4,1,0.335,112,0.253,4.89,4.96,3.08,0.607,3.66,0.559,0.727,T2,783,747,225,45,340.47,23.0
1109,369,全职,初级,产品经理,上海,35,42,0,52,3,0,互联网,100,上市公司,4,1,1,0.5,98,0.227,3.47,4.49,4.62,0.703,6.58,0.32,0.55,T1,854,818,230,49,399.0,38.5
1110,369,全职,中级,后端开发,北京,13,26,0,52,3,1,互联网,100,上市公司,4,1,1,0.5,98,0.227,3.47,4.49,4.62,0.703,6.58,0.32,0.55,T1,798,757,242,52,399.0,19.5
1111,369,全职,高级,运营,广州,16,22,1,47,1,0,互联网,100,上市公司,4,1,1,0.5,98,0.227,3.47,4.49,4.62,0.703,6.58,0.32,0.55,T1,778,741,211,50,399.0,19.0
1112,369,全职,初级,算法工程师,广州,24,27,1,21,3,1,互联网,100,上市公司,4,1,1,0.5,98,0.227,3.47,4.49,4.62,0.703,6.58,0.32,0.55,T1,770,729,206,54,397.68,25.5
1113,369,全职,高级,数据分析,深圳,16,21,1,52,1,1,互联网,100,上市公司,4,1,1,0.5,98,0.227,3.47,4.49,4.62,0.703,6.58,0.32,0.55,T1,781,756,209,58,398.67,18.5
1114,370,全职,中级,数据分析,广州,34,42,0,24,3,1,教育,50,上市公司,1,5,1,0.097,125,0.292,3.22,4.39,3.49,0.287,4.64,0.374,0.375,T3,809,780,236,72,252.68,38.0
1115,370,全职,初级,后端开发,广州,27,37,0,40,3,1,教育,50,上市公司,1,5,1,0.097,125,0.292,3.22,4.39,3.49,0.287,4.64,0.374,0.375,T3,780,739,231,64,251.43,32.0
1116,371,全职,高级,数据分析,上海,23,30,1,51,1,1,咨询,100,未融资,2,3,0,0.274,161,0.257,4.54,4.2,3.11,0.62,6.34,0.498,0.577,T2,800,768,228,55,328.85,26.5
1117,372,全职,中级,后端开发,杭州,11,15,0,19,1,1,咨询,50,天使轮,1,2,0,0.223,224,0.276,4.0,2.92,4.53,0.585,3.47,0.392,0.507,T3,642,582,168,54,281.56,13.0
1118,372,全职,初级,前端开发,新加坡,35,43,0,23,2,0,咨询,50,天使轮,1,2,0,0.223,224,0.276,4.0,2.92,4.53,0.585,3.47,0.392,0.507,T3,704,596,164,54,280.14,39.0
1119,372,全职,高级,后端开发,上海,28,39,0,56,2,1,咨询,50,天使轮,1,2,0,0.223,224,0.276,4.0,2.92,4.53,0.585,3.47,0.392,0.507,T3,644,528,127,32,265.15,33.5
1120,372,全职,初级,后端开发,深圳,32,37,0,29,1,1,咨询,50,天使轮,1,2,0,0.223,224,0.276,4.0,2.92,4.53,0.585,3.47,0.392,0.507,T3,763,727,223,62,298.16,34.5
1121,373,全职,高级,运营,新加坡,9,11,1,39,3,0,互联网,500,C轮及以上,1,3,0,0.44,158,0.283,3.87,2.65,3.36,0.56,1.47,0.58,0.482,T3,724,696,191,51,328.94,10.0
1122,373,全职,初级,运营,新加坡,34,47,1,34,2,0,互联网,500,C轮及以上,1,3,0,0.44,158,0.283,3.87,2.65,3.36,0.56,1.47,0.58,0.482,T3,779,745,232,67,340.34,40.5
1123,373,全职,初级,前端开发,新加坡,28,39,0,13,1,0,互联网,500,C轮及以上,1,3,0,0.44,158,0.283,3.87,2.65,3.36,0.56,1.47,0.58,0.482,T3,776,745,224,48,338.28,33.5
1124,374,全职,中级,前端开发,上海,18,22,1,57,3,0,制造业,500,B轮,1,2,1,0.264,232,0.25,3.5,4.23,2.78,0.683,6.54,0.43,0.449,T3,781,740,227,56,309.1,20.0
1125,374,全职,高级,前端开发,深圳,19,22,1,54,1,0,制造业,500,B轮,1,2,1,0.264,232,0.25,3.5,4.23,2.78,0.683,6.54,0.43,0.449,T3,789,740,197,52,300.79,20.5
1126,375,全职,中级,前端开发,上海,21,23,0,47,1,0,金融,1000,A轮,5,3,1,0.1,241,0.219,4.09,4.32,3.93,0.786,3.48,0.361,0.641,T1,774,743,203,39,300.23,22.0
1127,375,全职,高级,后端开发,杭州,30,34,0,36,3,1,金融,1000,A轮,5,3,1,0.1,241,0.219,4.09,4.32,3.93,0.786,3.48,0.361,0.641,T1,832,787,222,51,306.63,32.0
1128,376,全职,中级,算法工程师,深圳,13,18,0,16,3,1,互联网,100,B轮,1,2,0,0.335,114,0.051,3.55,2.62,3.95,0.426,1.68,0.112,0.301,T3,693,665,180,14,309.47,15.5
1129,377,全职,初级,运营,北京,15,22,0,39,3,0,金融,3000,天使轮,5,4,0,0.397,130,0.166,4.8,4.82,4.29,0.822,2.47,0.307,0.784,T1,773,731,208,39,400.77,18.5
1130,377,全职,高级,产品经理,广州,28,31,0,22,1,0,金融,3000,天使轮,5,4,0,0.397,130,0.166,4.8,4.82,4.29,0.822,2.47,0.307,0.784,T1,774,738,224,45,406.09,29.5
1131,377,全职,高级,后端开发,杭州,25,38,0,39,1,1,金融,3000,天使轮,5,4,0,0.397,130,0.166,4.8,4.82,4.29,0.822,2.47,0.307,0.784,T1,766,730,232,41,408.6,31.5
1132,377,全职,中级,产品经理,北京,14,26,1,42,2,0,金融,3000,天使轮,5,4,0,0.397,130,0.166,4.8,4.82,4.29,0.822,2.47,0.307,0.784,T1,736,698,215,36,403.15,20.0
1133,377,全职,高级,数据分析,广州,14,25,1,46,3,1,金融,3000,天使轮,5,4,0,0.397,130,0.166,4.8,4.82,4.29,0.822,2.47,0.307,0.784,T1,764,738,205,39,399.73,19.5
1134,378,全职,中级,后端开发,杭州,28,33,0,22,2,1,零售,1000,上市公司,4,2,0,0.051,244,0.193,3.43,2.73,3.1,0.312,0.83,0.25,0.268,T2,783,755,231,39,262.5,30.5
1135,379,全职,初级,数据分析,新加坡,12,26,0,54,3,1,金融,100,B轮,2,2,0,0.437,267,0.126,4.77,3.21,3.61,0.321,3.54,0.474,0.5,T3,656,601,163,22,336.97,19.0
1136,379,全职,中级,后端开发,广州,35,38,0,25,2,1,金融,100,B轮,2,2,0,0.437,267,0.126,4.77,3.21,3.61,0.321,3.54,0.474,0.5,T3,782,745,221,25,355.82,36.5
1137,379,全职,中级,算法工程师,新加坡,31,42,0,54,1,1,金融,100,B轮,2,2,0,0.437,267,0.126,4.77,3.21,3.61,0.321,3.54,0.474,0.5,T3,762,716,218,26,354.97,36.5
1138,380,全职,初级,产品经理,深圳,33,45,0,51,2,0,制造业,1000,未融资,2,1,1,0.134,64,0.13,4.12,4.18,3.21,0.387,6.05,0.204,0.388,T3,798,753,191,25,273.62,39.0
1139,380,全职,中级,数据分析,杭州,17,20,0,15,1,1,制造业,1000,未融资,2,1,1,0.134,64,0.13,4.12,4.18,3.21,0.387,6.05,0.204,0.388,T3,806,766,209,29,279.19,18.5
1140,380,全职,初级,产品经理,北京,21,25,1,56,2,0,制造业,1000,未融资,2,1,1,0.134,64,0.13,4.12,4.18,3.21,0.387,6.05,0.204,0.388,T3,758,721,201,27,276.78,23.0
1141,380,全职,中级,运营,新加坡,33,43,1,8,3,0,制造业,1000,未融资,2,1,1,0.134,64,0.13,4.12,4.18,3.21,0.387,6.05,0.204,0.388,T3,857,821,249,41,290.03,38.0
1142,381,全职,高级,数据分析,新加坡,14,20,0,30,1,1,零售,3000,天使轮,2,2,0,0.298,149,0.29,4.66,2.92,2.7,0.284,6.57,0.203,0.273,T3,664,615,161,47,312.51,17.0
1143,382,全职,初级,算法工程师,广州,35,46,0,37,2,1,金融,200,上市公司,2,1,1,0.237,81,0.273,4.43,2.64,4.69,0.361,6.56,0.195,0.367,T3,730,602,142,36,290.56,40.5
1144,382,全职,初级,运营,杭州,12,24,1,39,3,0,金融,200,上市公司,2,1,1,0.237,81,0.273,4.43,2.64,4.69,0.361,6.56,0.195,0.367,T3,740,685,196,59,310.51,18.0
1145,383,全职,高级,运营,广州,15,25,0,36,3,0,零售,200,A轮,2,5,1,0.374,145,0.262,4.39,3.33,4.32,0.274,1.31,0.163,0.442,T3,756,719,232,59,349.19,20.0
1146,383,全职,高级,运营,北京,27,29,0,14,3,0,零售,200,A轮,2,5,1,0.374,145,0.262,4.39,3.33,4.32,0.274,1.31,0.163,0.442,T3,849,816,243,76,352.06,28.0
1147,383,全职,中级,后端开发,上海,34,36,1,54,1,1,零售,200,A轮,2,5,1,0.374,145,0.262,4.39,3.33,4.32,0.274,1.31,0.163,0.442,T3,807,760,231,49,348.92,35.0
1148,384,全职,初级,前端开发,广州,21,31,0,52,3,0,金融,200,上市公司,2,1,0,0.217,177,0.152,3.65,4.41,3.25,0.775,2.98,0.256,0.536,T3,583,430,111,16,269.87,26.0
1149,384,全职,高级,运营,新加坡,24,31,1,53,3,0,金融,200,上市公司,2,1,0,0.217,177,0.152,3.65,4.41,3.25,0.775,2.98,0.256,0.536,T3,727,686,189,19,302.8,27.5
1150,384,全职,中级,运营,新加坡,18,24,1,13,3,0,金融,200,上市公司,2,1,0,0.217,177,0.152,3.65,4.41,3.25,0.775,2.98,0.256,0.536,T3,652,563,139,23,283.78,21.0
1151,384,全职,中级,数据分析,新加坡,27,36,0,49,2,1,金融,200,上市公司,2,1,0,0.217,177,0.152,3.65,4.41,3.25,0.775,2.98,0.256,0.536,T3,740,700,192,23,303.77,31.5
1152,385,全职,高级,数据分析,深圳,13,16,0,56,2,1,制造业,200,未融资,2,4,0,0.441,245,0.053,3.47,3.53,4.0,0.297,0.68,0.543,0.477,T3,701,664,212,11,353.81,14.5
1153,385,全职,初级,前端开发,新加坡,26,28,0,47,2,0,制造业,200,未融资,2,4,0,0.441,245,0.053,3.47,3.53,4.0,0.297,0.68,0.543,0.477,T3,744,709,213,12,354.1,27.0
1154,386,全职,中级,算法工程师,广州,13,19,1,51,1,1,金融,50,天使轮,4,1,0,0.379,195,0.07,3.42,4.13,3.0,0.723,6.06,0.487,0.482,T1,751,707,196,4,375.31,16.0
1155,387,全职,中级,前端开发,杭州,17,19,1,56,1,0,金融,200,A轮,1,5,0,0.341,162,0.128,4.71,3.95,4.73,0.234,2.83,0.468,0.606,T3,732,702,196,35,315.5,18.0
1156,388,全职,高级,前端开发,深圳,24,28,0,30,2,0,金融,3000,未融资,3,4,1,0.408,132,0.054,4.64,2.56,2.79,0.864,4.6,0.499,0.533,T2,779,737,225,10,371.24,26.0
1157,389,全职,中级,数据分析,北京,23,25,1,43,3,1,互联网,500,上市公司,5,3,1,0.389,92,0.054,3.88,4.97,2.51,0.698,5.15,0.235,0.498,T1,793,762,234,8,407.76,24.0
1158,389,全职,初级,算法工程师,上海,34,47,1,8,3,1,互联网,500,上市公司,5,3,1,0.389,92,0.054,3.88,4.97,2.51,0.698,5.15,0.235,0.498,T1,811,758,242,17,410.17,40.5
1159,390,全职,中级,产品经理,广州,35,38,1,41,1,0,互联网,500,未融资,3,3,1,0.066,165,0.279,3.26,2.6,3.76,0.205,3.29,0.544,0.3,T2,873,840,241,70,257.06,36.5
1160,390,全职,中级,算法工程师,广州,38,48,0,20,1,1,互联网,500,未融资,3,3,1,0.066,165,0.279,3.26,2.6,3.76,0.205,3.29,0.544,0.3,T2,862,824,267,85,263.72,43.0
1161,390,全职,高级,产品经理,杭州,13,22,1,8,3,0,互联网,500,未融资,3,3,1,0.066,165,0.279,3.26,2.6,3.76,0.205,3.29,0.544,0.3,T2,795,754,226,55,252.88,17.5
1162,390,全职,初级,运营,上海,23,36,0,57,1,0,互联网,500,未融资,3,3,1,0.066,165,0.279,3.26,2.6,3.76,0.205,3.29,0.544,0.3,T2,774,735,204,53,250.0,29.5
1163,391,全职,初级,运营,杭州,11,17,0,8,3,0,互联网,50,天使轮,3,1,0,0.228,212,0.227,3.76,4.92,3.96,0.735,2.49,0.169,0.601,T2,776,733,201,51,325.97,14.0
1164,391,全职,高级,运营,杭州,29,31,0,47,1,0,互联网,50,天使轮,3,1,0,0.228,212,0.227,3.76,4.92,3.96,0.735,2.49,0.169,0.601,T2,664,609,180,39,318.78,30.0
1165,392,全职,中级,算法工程师,北京,30,34,0,9,3,1,制造业,200,C轮及以上,1,1,0,0.469,281,0.127,4.24,3.87,3.95,0.56,6.75,0.268,0.478,T3,679,610,191,24,332.68,32.0
1166,393,全职,高级,数据分析,新加坡,26,37,0,54,3,1,零售,200,未融资,1,5,1,0.107,127,0.083,3.91,4.91,2.64,0.746,6.77,0.393,0.54,T3,854,800,229,7,256.67,31.5
1167,394,全职,高级,产品经理,北京,18,24,1,47,1,0,咨询,200,未融资,1,5,0,0.382,107,0.178,4.56,2.79,3.29,0.566,2.38,0.151,0.417,T3,753,723,213,44,327.04,21.0
1168,395,全职,高级,算法工程师,深圳,9,13,0,35,2,1,金融,1000,上市公司,2,2,0,0.489,82,0.051,5.0,3.73,3.75,0.649,3.62,0.465,0.664,T2,617,550,141,7,334.96,11.0
1169,395,全职,高级,后端开发,新加坡,15,21,0,18,3,1,金融,1000,上市公司,2,2,0,0.489,82,0.051,5.0,3.73,3.75,0.649,3.62,0.465,0.664,T2,792,751,236,9,361.0,18.0
1170,395,全职,中级,产品经理,北京,15,22,1,49,1,0,金融,1000,上市公司,2,2,0,0.489,82,0.051,5.0,3.73,3.75,0.649,3.62,0.465,0.664,T2,700,659,193,7,354.39,18.5
1171,395,全职,初级,产品经理,深圳,18,27,1,57,2,0,金融,1000,上市公司,2,2,0,0.489,82,0.051,5.0,3.73,3.75,0.649,3.62,0.465,0.664,T2,793,766,225,16,361.0,22.5
1172,396,全职,中级,产品经理,北京,29,36,0,26,2,0,金融,100,上市公司,4,5,0,0.073,63,0.285,3.38,2.92,3.04,0.75,6.82,0.294,0.322,T2,756,718,204,66,265.41,32.5
1173,396,全职,中级,运营,广州,36,48,1,42,2,0,金融,100,上市公司,4,5,0,0.073,63,0.285,3.38,2.92,3.04,0.75,6.82,0.294,0.322,T2,778,740,211,62,267.71,42.0
1174,396,全职,高级,算法工程师,上海,30,33,0,50,1,1,金融,100,上市公司,4,5,0,0.073,63,0.285,3.38,2.92,3.04,0.75,6.82,0.294,0.322,T2,749,702,208,65,266.74,31.5
1175,396,全职,中级,后端开发,新加坡,12,26,0,46,3,1,金融,100,上市公司,4,5,0,0.073,63,0.285,3.38,2.92,3.04,0.75,6.82,0.294,0.322,T2,728,701,226,71,272.41,19.0
1176,397,全职,高级,算法工程师,深圳,15,17,1,51,3,1,制造业,1000,A轮,2,2,0,0.357,211,0.154,3.92,2.63,4.68,0.484,0.53,0.492,0.531,T3,734,699,188,38,333.29,16.0
1177,397,全职,初级,前端开发,新加坡,10,17,1,59,1,0,制造业,1000,A轮,2,2,0,0.357,211,0.154,3.92,2.63,4.68,0.484,0.53,0.492,0.531,T3,664,628,195,29,335.55,13.5
1178,398,全职,高级,运营,上海,9,23,0,38,1,0,金融,100,上市公司,4,4,0,0.261,238,0.151,3.86,4.04,2.72,0.202,3.18,0.346,0.355,T2,715,673,184,24,345.47,16.0
1179,398,全职,高级,产品经理,北京,13,21,1,47,3,0,金融,100,上市公司,4,4,0,0.261,238,0.151,3.86,4.04,2.72,0.202,3.18,0.346,0.355,T2,722,682,208,29,353.86,17.0
1180,398,全职,高级,数据分析,北京,15,20,0,24,1,1,金融,100,上市公司,4,4,0,0.261,238,0.151,3.86,4.04,2.72,0.202,3.18,0.346,0.355,T2,668,635,200,26,351.17,17.5
1181,398,全职,初级,后端开发,深圳,34,36,0,11,2,1,金融,100,上市公司,4,4,0,0.261,238,0.151,3.86,4.04,2.72,0.202,3.18,0.346,0.355,T2,744,711,223,37,358.62,35.0
1182,398,全职,初级,运营,上海,39,47,0,22,3,0,金融,100,上市公司,4,4,0,0.261,238,0.151,3.86,4.04,2.72,0.202,3.18,0.346,0.355,T2,824,777,250,37,366.44,43.0
1183,399,全职,初级,后端开发,北京,28,38,1,47,1,1,互联网,200,B轮,4,1,0,0.311,296,0.148,3.61,3.02,3.72,0.795,1.15,0.19,0.463,T1,777,737,222,31,370.31,33.0
1184,399,全职,中级,算法工程师,深圳,31,33,1,32,1,1,互联网,200,B轮,4,1,0,0.311,296,0.148,3.61,3.02,3.72,0.795,1.15,0.19,0.463,T1,755,719,219,23,369.38,32.0
1185,399,全职,高级,数据分析,深圳,26,32,0,34,3,1,互联网,200,B轮,4,1,0,0.311,296,0.148,3.61,3.02,3.72,0.795,1.15,0.19,0.463,T1,726,690,210,29,366.5,29.0
1186,400,全职,中级,运营,上海,38,48,1,48,2,0,咨询,200,天使轮,3,4,1,0.088,181,0.067,3.4,3.97,4.23,0.467,3.81,0.467,0.497,T2,872,825,255,19,279.46,43.0
1187,400,全职,初级,算法工程师,深圳,18,27,0,14,3,1,咨询,200,天使轮,3,4,1,0.088,181,0.067,3.4,3.97,4.23,0.467,3.81,0.467,0.497,T2,773,733,216,17,268.65,22.5
1188,400,全职,高级,数据分析,深圳,32,40,0,20,1,1,咨询,200,天使轮,3,4,1,0.088,181,0.067,3.4,3.97,4.23,0.467,3.81,0.467,0.497,T2,826,782,216,12,268.65,36.0
1189,401,全职,高级,产品经理,广州,28,32,0,59,3,0,教育,1000,天使轮,3,5,0,0.069,265,0.21,3.13,2.78,3.15,0.547,0.66,0.226,0.308,T2,789,738,222,48,254.61,30.0
1190,401,全职,初级,后端开发,北京,25,36,0,9,3,1,教育,1000,天使轮,3,5,0,0.069,265,0.21,3.13,2.78,3.15,0.547,0.66,0.226,0.308,T2,771,727,224,43,255.19,30.5
1191,401,全职,高级,数据分析,北京,15,22,1,19,1,1,教育,1000,天使轮,3,5,0,0.069,265,0.21,3.13,2.78,3.15,0.547,0.66,0.226,0.308,T2,729,685,189,30,250.0,18.5
1192,401,全职,高级,前端开发,新加坡,25,36,0,44,1,0,教育,1000,天使轮,3,5,0,0.069,265,0.21,3.13,2.78,3.15,0.547,0.66,0.226,0.308,T2,751,710,217,49,253.12,30.5
1193,401,全职,高级,数据分析,广州,16,28,0,30,2,1,教育,1000,天使轮,3,5,0,0.069,265,0.21,3.13,2.78,3.15,0.547,0.66,0.226,0.308,T2,726,693,206,37,250.0,22.0
1194,402,全职,中级,运营,新加坡,12,16,0,34,2,0,金融,1000,C轮及以上,4,4,0,0.35,108,0.233,4.77,3.33,4.06,0.205,3.14,0.345,0.471,T1,719,690,184,42,365.54,14.0
1195,402,全职,中级,产品经理,广州,30,34,1,48,3,0,金融,1000,C轮及以上,4,4,0,0.35,108,0.233,4.77,3.33,4.06,0.205,3.14,0.345,0.471,T1,733,686,197,39,370.22,32.0
1196,403,全职,高级,算法工程师,北京,17,19,1,11,3,1,互联网,100,C轮及以上,4,4,0,0.42,206,0.219,3.84,4.45,4.57,0.544,1.93,0.138,0.552,T1,735,704,228,51,392.69,18.0
1197,403,全职,中级,运营,北京,9,19,0,31,2,0,互联网,100,C轮及以上,4,4,0,0.42,206,0.219,3.84,4.45,4.57,0.544,1.93,0.138,0.552,T1,723,690,207,55,386.08,14.0
1198,403,全职,初级,后端开发,杭州,37,51,0,55,3,1,互联网,100,C轮及以上,4,4,0,0.42,206,0.219,3.84,4.45,4.57,0.544,1.93,0.138,0.552,T1,819,777,228,59,392.69,44.0
1199,403,全职,中级,产品经理,北京,22,28,0,39,1,0,互联网,100,C轮及以上,4,4,0,0.42,206,0.219,3.84,4.45,4.57,0.544,1.93,0.138,0.552,T1,743,709,222,53,390.87,25.0
1200,403,全职,初级,运营,广州,21,31,0,56,3,0,互联网,100,C轮及以上,4,4,0,0.42,206,0.219,3.84,4.45,4.57,0.544,1.93,0.138,0.552,T1,789,753,228,42,392.69,26.0
1201,404,全职,初级,数据分析,新加坡,26,38,0,17,1,1,教育,500,天使轮,2,4,1,0.402,132,0.085,3.99,3.59,2.98,0.891,3.97,0.409,0.552,T2,839,789,222,15,350.93,32.0
1202,404,全职,中级,算法工程师,新加坡,39,52,1,21,1,1,教育,500,天使轮,2,4,1,0.402,132,0.085,3.99,3.59,2.98,0.891,3.97,0.409,0.552,T2,862,818,241,20,356.02,45.5
1203,405,全职,高级,算法工程师,北京,27,31,0,24,2,1,咨询,100,C轮及以上,2,5,0,0.295,183,0.195,4.83,4.07,4.79,0.395,6.97,0.433,0.603,T2,744,709,214,36,329.5,29.0
1204,405,全职,高级,算法工程师,上海,26,39,0,35,1,1,咨询,100,C轮及以上,2,5,0,0.295,183,0.195,4.83,4.07,4.79,0.395,6.97,0.433,0.603,T2,753,712,215,36,329.79,32.5
1205,406,全职,初级,产品经理,新加坡,37,50,1,23,2,0,教育,1000,A轮,3,4,0,0.095,170,0.192,4.55,4.12,3.88,0.477,5.7,0.289,0.524,T2,777,732,247,49,282.37,43.5
1206,406,全职,中级,前端开发,杭州,26,40,1,7,1,0,教育,1000,A轮,3,4,0,0.095,170,0.192,4.55,4.12,3.88,0.477,5.7,0.289,0.524,T2,771,720,219,38,274.53,33.0
1207,406,全职,中级,前端开发,上海,21,26,0,16,3,0,教育,1000,A轮,3,4,0,0.095,170,0.192,4.55,4.12,3.88,0.477,5.7,0.289,0.524,T2,724,688,190,33,265.29,23.5
1208,406,全职,中级,前端开发,上海,30,34,1,25,2,0,教育,1000,A轮,3,4,0,0.095,170,0.192,4.55,4.12,3.88,0.477,5.7,0.289,0.524,T2,795,749,223,44,275.71,32.0
1209,407,全职,高级,前端开发,杭州,35,44,0,23,2,0,互联网,3000,上市公司,1,2,0,0.36,274,0.267,3.26,4.61,3.25,0.681,6.0,0.577,0.536,T3,514,341,70,29,258.31,39.5
1210,407,全职,初级,后端开发,新加坡,29,41,1,8,1,1,互联网,3000,上市公司,1,2,0,0.36,274,0.267,3.26,4.61,3.25,0.681,6.0,0.577,0.536,T3,795,755,226,52,327.04,35.0
1211,407,全职,高级,后端开发,新加坡,23,28,1,46,3,1,互联网,3000,上市公司,1,2,0,0.36,274,0.267,3.26,4.61,3.25,0.681,6.0,0.577,0.536,T3,678,641,197,64,318.98,25.5
1212,407,全职,初级,数据分析,新加坡,24,29,1,28,1,1,互联网,3000,上市公司,1,2,0,0.36,274,0.267,3.26,4.61,3.25,0.681,6.0,0.577,0.536,T3,637,602,163,35,307.87,26.5
1213,407,全职,中级,运营,上海,24,35,0,28,2,0,互联网,3000,上市公司,1,2,0,0.36,274,0.267,3.26,4.61,3.25,0.681,6.0,0.577,0.536,T3,758,704,193,40,317.78,29.5
1214,408,全职,中级,后端开发,广州,11,22,0,47,3,1,零售,1000,天使轮,4,5,1,0.159,226,0.145,4.13,3.31,3.58,0.77,4.63,0.537,0.573,T1,811,772,230,23,326.83,16.5
1215,408,全职,中级,运营,深圳,23,29,1,47,3,0,零售,1000,天使轮,4,5,1,0.159,226,0.145,4.13,3.31,3.58,0.77,4.63,0.537,0.573,T1,791,750,224,36,325.02,26.0
1216,408,全职,初级,后端开发,上海,26,36,1,16,3,1,零售,1000,天使轮,4,5,1,0.159,226,0.145,4.13,3.31,3.58,0.77,4.63,0.537,0.573,T1,830,796,238,36,329.17,31.0
1217,408,全职,高级,算法工程师,上海,22,33,1,55,3,1,零售,1000,天使轮,4,5,1,0.159,226,0.145,4.13,3.31,3.58,0.77,4.63,0.537,0.573,T1,807,769,241,21,330.03,27.5
1218,409,全职,中级,产品经理,上海,26,28,0,7,3,0,零售,3000,C轮及以上,2,4,0,0.46,217,0.143,3.88,4.22,3.28,0.492,0.77,0.454,0.558,T2,786,747,247,40,361.0,27.0
1219,409,全职,中级,算法工程师,新加坡,12,21,1,42,3,1,零售,3000,C轮及以上,2,4,0,0.46,217,0.143,3.88,4.22,3.28,0.492,0.77,0.454,0.558,T2,752,706,211,31,356.13,16.5
1220,409,全职,高级,运营,上海,16,30,0,59,3,0,零售,3000,C轮及以上,2,4,0,0.46,217,0.143,3.88,4.22,3.28,0.492,0.77,0.454,0.558,T2,744,701,230,43,361.0,23.0
1221,409,全职,高级,算法工程师,深圳,27,36,1,36,2,1,零售,3000,C轮及以上,2,4,0,0.46,217,0.143,3.88,4.22,3.28,0.492,0.77,0.454,0.558,T2,818,774,231,36,361.0,31.5
1222,410,全职,高级,后端开发,杭州,11,13,0,45,1,1,教育,50,天使轮,3,5,1,0.427,132,0.205,4.59,4.9,4.31,0.417,1.84,0.457,0.709,T2,808,766,229,43,375.36,12.0
1223,410,全职,中级,数据分析,广州,11,15,0,18,1,1,教育,50,天使轮,3,5,1,0.427,132,0.205,4.59,4.9,4.31,0.417,1.84,0.457,0.709,T2,785,751,200,42,366.53,13.0
1224,410,全职,中级,前端开发,新加坡,8,17,0,23,2,0,教育,50,天使轮,3,5,1,0.427,132,0.205,4.59,4.9,4.31,0.417,1.84,0.457,0.709,T2,758,720,228,44,375.07,12.5
